FISCAL_YEAR,HEALTH_AUTHORITY,HOSPITAL_NAME,PROCEDURE_GROUP,WAITING,COMPLETED,PCTWAITING
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Fracture Repair,0,23,0
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hand/Wrist Surgery,22,42,0.34375
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Hip Replacement,36,101,0.262773723
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Knee Replacement,118,232,0.337142857
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Nasal Surgery,43,62,0.40952381
2011,Fraser,Abbotsford Regional Hospital and Cancer Centre,Tendon Surgery,0,25,0
2011,Fraser,Burnaby Hospital,Bladder Surgery,36,204,0.15
2011,Fraser,Burnaby Hospital,Cataract Surgery,1107,1973,0.359415584
2011,Fraser,Burnaby Hospital,Cholecystectomy,74,178,0.293650794
2011,Fraser,Burnaby Hospital,Examination Under Anaesthetic,13,9,0.590909091
2011,Fraser,Burnaby Hospital,Fracture Repair,5,9,0.357142857
2011,Fraser,Burnaby Hospital,Hand/Wrist Surgery,73,97,0.429411765
2011,Fraser,Burnaby Hospital,Hip Replacement,83,152,0.353191489
2011,Fraser,Burnaby Hospital,Knee Replacement,165,235,0.4125
2011,Fraser,Burnaby Hospital,Nasal Surgery,254,280,0.475655431
2011,Fraser,Burnaby Hospital,Nerve Surgery,5,16,0.238095238
2011,Fraser,Burnaby Hospital,Tendon Surgery,7,15,0.318181818
2011,Fraser,Delta Hospital,Bariatric Surgery,0,10,0
2011,Fraser,Delta Hospital,Bladder Surgery,30,263,0.102389078
2011,Fraser,Delta Hospital,Cataract Surgery,107,728,0.128143713
2011,Fraser,Delta Hospital,Cholecystectomy,48,398,0.107623318
2011,Fraser,Delta Hospital,Examination Under Anaesthetic,0,20,0
2011,Fraser,Delta Hospital,Fracture Repair,0,6,0
2011,Fraser,Delta Hospital,Hand/Wrist Surgery,6,53,0.101694915
2011,Fraser,Delta Hospital,Nasal Surgery,10,33,0.23255814
2011,Fraser,Delta Hospital,Tendon Surgery,0,6,0
2011,Fraser,Eagle Ridge Hospital,Bladder Surgery,28,101,0.217054264
2011,Fraser,Eagle Ridge Hospital,Cholecystectomy,128,307,0.294252874
2011,Fraser,Eagle Ridge Hospital,Dental Surgery,77,213,0.265517241
2011,Fraser,Eagle Ridge Hospital,Examination Under Anaesthetic,8,33,0.195121951
2011,Fraser,Eagle Ridge Hospital,Fracture Repair,16,57,0.219178082
2011,Fraser,Eagle Ridge Hospital,Hand/Wrist Surgery,32,85,0.273504274
2011,Fraser,Eagle Ridge Hospital,Hip Replacement,6,26,0.1875
2011,Fraser,Eagle Ridge Hospital,Knee Replacement,47,55,0.460784314
2011,Fraser,Eagle Ridge Hospital,Nasal Surgery,275,159,0.633640553
2011,Fraser,Eagle Ridge Hospital,Nerve Surgery,13,30,0.302325581
2011,Fraser,Eagle Ridge Hospital,Tendon Surgery,12,52,0.1875
2011,Fraser,Langley Memorial Hospital,Bladder Surgery,74,223,0.249158249
2011,Fraser,Langley Memorial Hospital,Cataract Surgery,515,1381,0.271624473
2011,Fraser,Langley Memorial Hospital,Cholecystectomy,58,214,0.213235294
2011,Fraser,Langley Memorial Hospital,Dental Surgery,41,134,0.234285714
2011,Fraser,Langley Memorial Hospital,Examination Under Anaesthetic,0,10,0
2011,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,20,38,0.344827586
2011,Fraser,Langley Memorial Hospital,Hand/Wrist Surgery,19,16,0.542857143
2011,Fraser,Langley Memorial Hospital,Hip Replacement,27,99,0.214285714
2011,Fraser,Langley Memorial Hospital,Knee Replacement,93,183,0.336956522
2011,Fraser,Langley Memorial Hospital,Nasal Surgery,7,20,0.259259259
2011,Fraser,Langley Memorial Hospital,Nerve Surgery,0,0,1
2011,Fraser,Langley Memorial Hospital,Tendon Surgery,0,0,1
2011,Fraser,Pattison Outpatient Centre,Bladder Surgery,40,31,0.563380282
2011,Fraser,Pattison Outpatient Centre,Cholecystectomy,45,94,0.323741007
2011,Fraser,Pattison Outpatient Centre,Examination Under Anaesthetic,0,0,1
2011,Fraser,Pattison Outpatient Centre,Hand/Wrist Surgery,6,13,0.315789474
2011,Fraser,Pattison Outpatient Centre,Nasal Surgery,203,148,0.578347578
2011,Fraser,Pattison Outpatient Centre,Tendon Surgery,0,5,0
2011,Fraser,Peace Arch Hospital,Bladder Surgery,12,101,0.10619469
2011,Fraser,Peace Arch Hospital,Cataract Surgery,468,861,0.35214447
2011,Fraser,Peace Arch Hospital,Cholecystectomy,42,147,0.222222222
2011,Fraser,Peace Arch Hospital,Dental Surgery,0,13,0
2011,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,0,8,0
2011,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,9,25,0.264705882
2011,Fraser,Peace Arch Hospital,Fracture Repair,10,16,0.384615385
2011,Fraser,Peace Arch Hospital,Hand/Wrist Surgery,18,16,0.529411765
2011,Fraser,Peace Arch Hospital,Hip Replacement,38,91,0.294573643
2011,Fraser,Peace Arch Hospital,Knee Replacement,79,142,0.357466063
2011,Fraser,Peace Arch Hospital,Nasal Surgery,28,72,0.28
2011,Fraser,Peace Arch Hospital,Tendon Surgery,11,14,0.44
2011,Fraser,Royal Columbian Hospital,Bladder Surgery,9,70,0.113924051
2011,Fraser,Royal Columbian Hospital,Cholecystectomy,29,101,0.223076923
2011,Fraser,Royal Columbian Hospital,Cranial Surgery,14,195,0.066985646
2011,Fraser,Royal Columbian Hospital,Dental Surgery,7,5,0.583333333
2011,Fraser,Royal Columbian Hospital,Examination Under Anaesthetic,0,28,0
2011,Fraser,Royal Columbian Hospital,Facial Bone Reconstruction,0,15,0
2011,Fraser,Royal Columbian Hospital,Fracture Repair,20,317,0.059347181
2011,Fraser,Royal Columbian Hospital,Hand/Wrist Surgery,38,45,0.457831325
2011,Fraser,Royal Columbian Hospital,Hip Replacement,7,31,0.184210526
2011,Fraser,Royal Columbian Hospital,Knee Replacement,44,61,0.419047619
2011,Fraser,Royal Columbian Hospital,Nerve Surgery,7,30,0.189189189
2011,Fraser,Royal Columbian Hospital,Tendon Surgery,0,62,0
2011,Interior,100 Mile District General Hospital,Dental Surgery,5,24,0.172413793
2011,Interior,Cariboo Memorial Hospital,Bladder Surgery,5,30,0.142857143
2011,Interior,Cariboo Memorial Hospital,Cholecystectomy,8,100,0.074074074
2011,Interior,Cariboo Memorial Hospital,Examination Under Anaesthetic,0,7,0
2011,Interior,Creston Valley Hospital,Dental Surgery,0,5,0
2011,Interior,Creston Valley Hospital,Hand/Wrist Surgery,5,23,0.178571429
2011,Interior,East Kootenay Regional Hospital,Bladder Surgery,8,64,0.111111111
2011,Interior,East Kootenay Regional Hospital,Cataract Surgery,65,1196,0.051546392
2011,Interior,East Kootenay Regional Hospital,Cholecystectomy,35,98,0.263157895
2011,Interior,East Kootenay Regional Hospital,Dental Surgery,0,7,0
2011,Interior,East Kootenay Regional Hospital,Examination Under Anaesthetic,5,8,0.384615385
2011,Interior,East Kootenay Regional Hospital,Fracture Repair,0,14,0
2011,Interior,East Kootenay Regional Hospital,Hand/Wrist Surgery,10,18,0.357142857
2011,Interior,East Kootenay Regional Hospital,Hip Replacement,29,90,0.243697479
2011,Interior,East Kootenay Regional Hospital,Knee Replacement,62,157,0.283105023
2011,Interior,East Kootenay Regional Hospital,Nasal Surgery,82,90,0.476744186
2011,Interior,East Kootenay Regional Hospital,Nerve Surgery,0,11,0
2011,Interior,East Kootenay Regional Hospital,Tendon Surgery,0,8,0
2011,Interior,Elk Valley Hospital,Cholecystectomy,0,14,0
2011,Interior,Elk Valley Hospital,Dental Surgery,0,13,0
2011,Interior,Elk Valley Hospital,Hand/Wrist Surgery,9,36,0.2
2011,Interior,Kelowna General Hospital,Bladder Surgery,103,355,0.22489083
2011,Interior,Kelowna General Hospital,Cataract Surgery,332,1787,0.156677678
2011,Interior,Kelowna General Hospital,Cholecystectomy,127,246,0.340482574
2011,Interior,Kelowna General Hospital,Cranial Surgery,0,63,0
2011,Interior,Kelowna General Hospital,Dental Surgery,9,12,0.428571429
2011,Interior,Kelowna General Hospital,Facial Bone Reconstruction,54,55,0.495412844
2011,Interior,Kelowna General Hospital,Fracture Repair,13,52,0.2
2011,Interior,Kelowna General Hospital,Hand/Wrist Surgery,15,56,0.211267606
2011,Interior,Kelowna General Hospital,Hip Replacement,133,253,0.344559585
2011,Interior,Kelowna General Hospital,Knee Replacement,227,406,0.358609795
2011,Interior,Kelowna General Hospital,Lung Surgery,6,54,0.1
2011,Interior,Kelowna General Hospital,Nasal Surgery,53,108,0.329192547
2011,Interior,Kelowna General Hospital,Nerve Surgery,29,29,0.5
2011,Interior,Kelowna General Hospital,Rib Resection,28,43,0.394366197
2011,Interior,Kelowna General Hospital,Tendon Surgery,23,57,0.2875
2011,Interior,Kootenay Boundary Regional Hospital,Bladder Surgery,15,72,0.172413793
2011,Interior,Kootenay Boundary Regional Hospital,Cataract Surgery,79,449,0.149621212
2011,Interior,Kootenay Boundary Regional Hospital,Cholecystectomy,16,111,0.125984252
2011,Interior,Kootenay Boundary Regional Hospital,Dental Surgery,6,9,0.4
2011,Interior,Kootenay Boundary Regional Hospital,Examination Under Anaesthetic,0,6,0
2011,Interior,Kootenay Boundary Regional Hospital,Fracture Repair,7,34,0.170731707
2011,Interior,Kootenay Boundary Regional Hospital,Hand/Wrist Surgery,21,27,0.4375
2011,Interior,Kootenay Boundary Regional Hospital,Hip Replacement,41,87,0.3203125
2011,Interior,Kootenay Boundary Regional Hospital,Knee Replacement,83,141,0.370535714
2011,Interior,Kootenay Boundary Regional Hospital,Nasal Surgery,53,32,0.623529412
2011,Interior,Kootenay Boundary Regional Hospital,Nerve Surgery,7,10,0.411764706
2011,Interior,Kootenay Boundary Regional Hospital,Tendon Surgery,12,11,0.52173913
2011,Interior,Kootenay Lake Hospital,Bladder Surgery,6,24,0.2
2011,Interior,Kootenay Lake Hospital,Cataract Surgery,56,232,0.194444444
2011,Interior,Kootenay Lake Hospital,Dental Surgery,9,27,0.25
2011,Interior,Kootenay Lake Hospital,Hand/Wrist Surgery,0,8,0
2011,Interior,Penticton Regional Hospital,Bladder Surgery,19,150,0.112426036
2011,Interior,Penticton Regional Hospital,Cholecystectomy,27,115,0.190140845
2011,Interior,Penticton Regional Hospital,Examination Under Anaesthetic,0,0,1
2011,Interior,Penticton Regional Hospital,Fracture Repair,0,8,0
2011,Interior,Penticton Regional Hospital,Hand/Wrist Surgery,25,96,0.20661157
2011,Interior,Penticton Regional Hospital,Hip Replacement,37,134,0.216374269
2011,Interior,Penticton Regional Hospital,Knee Replacement,75,186,0.287356322
2011,Interior,Penticton Regional Hospital,Nasal Surgery,48,26,0.648648649
2011,Interior,Penticton Regional Hospital,Nerve Surgery,0,6,0
2011,Interior,Penticton Regional Hospital,Tendon Surgery,0,0,1
2011,Interior,Pleasant Valley Health Centre,Cataract Surgery,252,1916,0.116236162
2011,Interior,Queen Victoria Hospital,Hand/Wrist Surgery,5,10,0.333333333
2011,Interior,Queen Victoria Hospital,Nerve Surgery,0,0,1
2011,Interior,Royal Inland Hospital,Bladder Surgery,24,253,0.086642599
2011,Interior,Royal Inland Hospital,Cataract Surgery,1119,1622,0.408245166
2011,Interior,Royal Inland Hospital,Cholecystectomy,46,256,0.152317881
2011,Interior,Royal Inland Hospital,Cranial Surgery,0,23,0
2011,Interior,Royal Inland Hospital,Dental Surgery,91,153,0.37295082
2011,Interior,Royal Inland Hospital,Examination Under Anaesthetic,0,8,0
2011,Interior,Royal Inland Hospital,Fracture Repair,15,43,0.25862069
2011,Interior,Royal Inland Hospital,Hand/Wrist Surgery,23,58,0.283950617
2011,Interior,Royal Inland Hospital,Hip Replacement,110,208,0.34591195
2011,Interior,Royal Inland Hospital,Knee Replacement,308,419,0.423658872
2011,Interior,Royal Inland Hospital,Nasal Surgery,158,77,0.672340426
2011,Interior,Royal Inland Hospital,Nerve Surgery,174,270,0.391891892
2011,Interior,Royal Inland Hospital,Tendon Surgery,21,51,0.291666667
2011,Interior,Shuswap Lake General Hospital,Bladder Surgery,6,8,0.428571429
2011,Interior,Shuswap Lake General Hospital,Cholecystectomy,14,70,0.166666667
2011,Interior,Shuswap Lake General Hospital,Dental Surgery,5,5,0.5
2011,Interior,Shuswap Lake General Hospital,Hand/Wrist Surgery,15,77,0.163043478
2011,Interior,Summerland Memorial Health Centre,Cataract Surgery,71,1255,0.053544495
2011,Interior,Summerland Memorial Health Centre,Dental Surgery,32,45,0.415584416
2011,Interior,Summerland Memorial Health Centre,Nasal Surgery,67,208,0.243636364
2011,Interior,Vernon Jubilee Hospital,Bladder Surgery,55,171,0.243362832
2011,Interior,Vernon Jubilee Hospital,Cholecystectomy,64,159,0.286995516
2011,Interior,Vernon Jubilee Hospital,Dental Surgery,18,23,0.43902439
2011,Interior,Vernon Jubilee Hospital,Examination Under Anaesthetic,0,0,1
2011,Interior,Vernon Jubilee Hospital,Fracture Repair,0,19,0
2011,Interior,Vernon Jubilee Hospital,Hand/Wrist Surgery,69,119,0.367021277
2011,Interior,Vernon Jubilee Hospital,Hip Replacement,127,170,0.427609428
2011,Interior,Vernon Jubilee Hospital,Knee Replacement,303,170,0.640591966
2011,Interior,Vernon Jubilee Hospital,Nasal Surgery,7,6,0.538461538
2011,Interior,Vernon Jubilee Hospital,Tendon Surgery,19,9,0.678571429
2011,Northern,Bulkley Valley District Hospital,Bladder Surgery,0,0,1
2011,Northern,Bulkley Valley District Hospital,Dental Surgery,0,6,0
2011,Northern,Bulkley Valley District Hospital,Fracture Repair,0,0,1
2011,Northern,Bulkley Valley District Hospital,Nasal Surgery,0,0,1
2011,Northern,Dawson Creek and District Hospital,Bladder Surgery,5,15,0.25
2011,Northern,Dawson Creek and District Hospital,Cholecystectomy,26,46,0.361111111
2011,Northern,Dawson Creek and District Hospital,Fracture Repair,0,17,0
2011,Northern,Dawson Creek and District Hospital,Hip Replacement,15,55,0.214285714
2011,Northern,Dawson Creek and District Hospital,Knee Replacement,11,83,0.117021277
2011,Northern,Dawson Creek and District Hospital,Nerve Surgery,6,26,0.1875
2011,Northern,Fort St John General Hospital,Cataract Surgery,113,274,0.291989664
2011,Northern,Fort St John General Hospital,Cholecystectomy,0,65,0
2011,Northern,Fort St John General Hospital,Hand/Wrist Surgery,13,47,0.216666667
2011,Northern,Fort St John General Hospital,Nasal Surgery,6,7,0.461538462
2011,Northern,Fort St John General Hospital,Nerve Surgery,0,8,0
2011,Northern,Fort St John General Hospital,Tendon Surgery,0,0,1
2011,Northern,G.R. Baker Memorial Hospital,Bladder Surgery,5,28,0.151515152
2011,Northern,G.R. Baker Memorial Hospital,Dental Surgery,19,36,0.345454545
2011,Northern,G.R. Baker Memorial Hospital,Hand/Wrist Surgery,7,24,0.225806452
2011,Northern,G.R. Baker Memorial Hospital,Nasal Surgery,0,8,0
2011,Northern,Kitimat General Hospital,Dental Surgery,0,8,0
2011,Northern,Kitimat General Hospital,Fracture Repair,0,11,0
2011,Northern,Kitimat General Hospital,Hand/Wrist Surgery,0,12,0
2011,Northern,Kitimat General Hospital,Hip Replacement,13,20,0.393939394
2011,Northern,Kitimat General Hospital,Knee Replacement,11,56,0.164179104
2011,Northern,Mills Memorial Hospital,Bladder Surgery,0,32,0
2011,Northern,Mills Memorial Hospital,Cataract Surgery,188,686,0.215102975
2011,Northern,Mills Memorial Hospital,Cholecystectomy,9,59,0.132352941
2011,Northern,Mills Memorial Hospital,Dental Surgery,0,10,0
2011,Northern,Mills Memorial Hospital,Hand/Wrist Surgery,0,25,0
2011,Northern,Prince Rupert Regional Hospital,Bladder Surgery,0,11,0
2011,Northern,Prince Rupert Regional Hospital,Examination Under Anaesthetic,0,0,1
2011,Northern,Prince Rupert Regional Hospital,Hand/Wrist Surgery,0,12,0
2011,Northern,Prince Rupert Regional Hospital,Hip Replacement,0,14,0
2011,Northern,Prince Rupert Regional Hospital,Knee Replacement,6,32,0.157894737
2011,Northern,Prince Rupert Regional Hospital,Nerve Surgery,0,12,0
2011,Northern,Prince Rupert Regional Hospital,Tendon Surgery,0,12,0
2011,Northern,St. John Hospital,Bladder Surgery,0,10,0
2011,Northern,St. John Hospital,Dental Surgery,0,0,1
2011,Northern,St. John Hospital,Hand/Wrist Surgery,0,19,0
2011,Northern,St. John Hospital,Nasal Surgery,0,8,0
2011,Northern,St. John Hospital,Tendon Surgery,0,15,0
2011,Northern,The University Hospital of Northern British Columbia,Bladder Surgery,38,172,0.180952381
2011,Northern,The University Hospital of Northern British Columbia,Cataract Surgery,285,773,0.269376181
2011,Northern,The University Hospital of Northern British Columbia,Cholecystectomy,52,197,0.208835341
2011,Northern,The University Hospital of Northern British Columbia,Dental Surgery,37,132,0.218934911
2011,Northern,The University Hospital of Northern British Columbia,Examination Under Anaesthetic,7,28,0.2
2011,Northern,The University Hospital of Northern British Columbia,Facial Bone Reconstruction,0,9,0
2011,Northern,The University Hospital of Northern British Columbia,Fracture Repair,11,22,0.333333333
2011,Northern,The University Hospital of Northern British Columbia,Hand/Wrist Surgery,11,24,0.314285714
2011,Northern,The University Hospital of Northern British Columbia,Hip Replacement,95,160,0.37254902
2011,Northern,The University Hospital of Northern British Columbia,Knee Replacement,200,304,0.396825397
2011,Northern,The University Hospital of Northern British Columbia,Nasal Surgery,28,44,0.388888889
2011,Northern,The University Hospital of Northern British Columbia,Nerve Surgery,0,13,0
2011,Northern,The University Hospital of Northern British Columbia,Tendon Surgery,11,12,0.47826087
2011,Provincial Health Services Authority,B.C. Cancer Agency,Examination Under Anaesthetic,0,14,0
2011,Provincial Health Services Authority,B.C. Children's Hospital,Cranial Surgery,0,6,0
2011,Provincial Health Services Authority,B.C. Children's Hospital,Dental Surgery,6,36,0.142857143
2011,Provincial Health Services Authority,B.C. Children's Hospital,Examination Under Anaesthetic,0,20,0
2011,Provincial Health Services Authority,B.C. Children's Hospital,Fracture Repair,0,0,1
2011,Vancouver Coastal,Lions Gate Hospital,Bladder Surgery,42,306,0.120689655
2011,Vancouver Coastal,Lions Gate Hospital,Cataract Surgery,639,3074,0.172098034
2011,Vancouver Coastal,Lions Gate Hospital,Cholecystectomy,44,202,0.178861789
2011,Vancouver Coastal,Lions Gate Hospital,Cranial Surgery,0,58,0
2011,Vancouver Coastal,Lions Gate Hospital,Fracture Repair,5,58,0.079365079
2011,Vancouver Coastal,Lions Gate Hospital,Hand/Wrist Surgery,7,10,0.411764706
2011,Vancouver Coastal,Lions Gate Hospital,Hip Replacement,187,290,0.392033543
2011,Vancouver Coastal,Lions Gate Hospital,Knee Replacement,272,447,0.378303199
2011,Vancouver Coastal,Lions Gate Hospital,Nasal Surgery,69,94,0.423312883
2011,Vancouver Coastal,Lions Gate Hospital,Nerve Surgery,0,12,0
2011,Vancouver Coastal,Lions Gate Hospital,Tendon Surgery,0,24,0
2011,Vancouver Coastal,Powell River General Hospital,Bladder Surgery,0,13,0
2011,Vancouver Coastal,Powell River General Hospital,Cataract Surgery,31,316,0.089337176
2011,Vancouver Coastal,Powell River General Hospital,Cholecystectomy,0,53,0
2011,Vancouver Coastal,Powell River General Hospital,Dental Surgery,10,56,0.151515152
2011,Vancouver Coastal,Powell River General Hospital,Examination Under Anaesthetic,6,40,0.130434783
2011,Vancouver Coastal,Powell River General Hospital,Hand/Wrist Surgery,0,17,0
2011,Vancouver Coastal,Richmond Hospital,Bariatric Surgery,24,51,0.32
2011,Vancouver Coastal,Richmond Hospital,Bladder Surgery,40,174,0.186915888
2011,Vancouver Coastal,Richmond Hospital,Cataract Surgery,147,1174,0.111279334
2011,Vancouver Coastal,Richmond Hospital,Cholecystectomy,129,132,0.494252874
2011,Vancouver Coastal,Richmond Hospital,Fracture Repair,10,34,0.227272727
2011,Vancouver Coastal,Richmond Hospital,Hand/Wrist Surgery,0,19,0
2011,Vancouver Coastal,Richmond Hospital,Hip Replacement,54,167,0.244343891
2011,Vancouver Coastal,Richmond Hospital,Knee Replacement,138,356,0.279352227
2011,Vancouver Coastal,Richmond Hospital,Nasal Surgery,68,204,0.25
2011,Vancouver Coastal,Richmond Hospital,Nerve Surgery,0,7,0
2011,Vancouver Coastal,Richmond Hospital,Tendon Surgery,6,19,0.24
2011,Vancouver Coastal,Squamish General Hospital,Bladder Surgery,0,8,0
2011,Vancouver Coastal,Squamish General Hospital,Cholecystectomy,20,24,0.454545455
2011,Vancouver Coastal,Squamish General Hospital,Dental Surgery,0,8,0
2011,Vancouver Coastal,Squamish General Hospital,Fracture Repair,0,8,0
2011,Vancouver Coastal,Squamish General Hospital,Hand/Wrist Surgery,0,5,0
2011,Vancouver Coastal,Squamish General Hospital,Nasal Surgery,5,5,0.5
2011,Vancouver Coastal,St. Mary's Hospital,Bladder Surgery,0,17,0
2011,Vancouver Coastal,St. Mary's Hospital,Cataract Surgery,37,196,0.158798283
2011,Vancouver Coastal,St. Mary's Hospital,Cholecystectomy,0,27,0
2011,Vancouver Coastal,St. Mary's Hospital,Dental Surgery,0,33,0
2011,Vancouver Coastal,St. Mary's Hospital,Hand/Wrist Surgery,0,26,0
2011,Vancouver Coastal,St. Paul's Hospital,Bladder Surgery,187,284,0.397027601
2011,Vancouver Coastal,St. Paul's Hospital,Cholecystectomy,51,99,0.34
2011,Vancouver Coastal,St. Paul's Hospital,Dental Surgery,0,6,0
2011,Vancouver Coastal,St. Paul's Hospital,Examination Under Anaesthetic,31,0,1
2011,Vancouver Coastal,St. Paul's Hospital,Fracture Repair,16,34,0.32
2011,Vancouver Coastal,St. Paul's Hospital,Hand/Wrist Surgery,61,101,0.37654321
2011,Vancouver Coastal,St. Paul's Hospital,Hip Replacement,35,92,0.275590551
2011,Vancouver Coastal,St. Paul's Hospital,Knee Replacement,47,108,0.303225806
2011,Vancouver Coastal,St. Paul's Hospital,Nasal Surgery,186,60,0.756097561
2011,Vancouver Coastal,St. Paul's Hospital,Nerve Surgery,8,16,0.333333333
2011,Vancouver Coastal,St. Paul's Hospital,Tendon Surgery,13,48,0.213114754
2011,Vancouver Coastal,UBC Health Sciences Centre,Bladder Surgery,67,225,0.229452055
2011,Vancouver Coastal,UBC Health Sciences Centre,Cholecystectomy,91,208,0.304347826
2011,Vancouver Coastal,UBC Health Sciences Centre,Dental Surgery,295,203,0.592369478
2011,Vancouver Coastal,UBC Health Sciences Centre,Facial Bone Reconstruction,26,198,0.116071429
2011,Vancouver Coastal,UBC Health Sciences Centre,Fracture Repair,0,10,0
2011,Vancouver Coastal,UBC Health Sciences Centre,Hand/Wrist Surgery,28,31,0.474576271
2011,Vancouver Coastal,UBC Health Sciences Centre,Hip Replacement,357,815,0.304607509
2011,Vancouver Coastal,UBC Health Sciences Centre,Knee Replacement,373,836,0.308519438
2011,Vancouver Coastal,UBC Health Sciences Centre,Nasal Surgery,193,315,0.37992126
2011,Vancouver Coastal,UBC Health Sciences Centre,Nerve Surgery,0,5,0
2011,Vancouver Coastal,UBC Health Sciences Centre,Tendon Surgery,6,34,0.15
2011,Vancouver Island,Campbell River and District General Hospital,Bladder Surgery,21,45,0.318181818
2011,Vancouver Island,Campbell River and District General Hospital,Cholecystectomy,32,97,0.248062016
2011,Vancouver Island,Campbell River and District General Hospital,Dental Surgery,101,259,0.280555556
2011,Vancouver Island,Campbell River and District General Hospital,Fracture Repair,0,11,0
2011,Vancouver Island,Campbell River and District General Hospital,Hand/Wrist Surgery,7,32,0.179487179
2011,Vancouver Island,Campbell River and District General Hospital,Hip Replacement,45,118,0.27607362
2011,Vancouver Island,Campbell River and District General Hospital,Knee Replacement,69,162,0.298701299
2011,Vancouver Island,Campbell River and District General Hospital,Nasal Surgery,12,51,0.19047619
2011,Vancouver Island,Campbell River and District General Hospital,Tendon Surgery,0,24,0
2011,Vancouver Island,Cowichan District Hospital,Bladder Surgery,21,98,0.176470588
2011,Vancouver Island,Cowichan District Hospital,Cataract Surgery,116,851,0.119958635
2011,Vancouver Island,Cowichan District Hospital,Cholecystectomy,0,102,0
2011,Vancouver Island,Cowichan District Hospital,Dental Surgery,40,80,0.333333333
2011,Vancouver Island,Cowichan District Hospital,Fracture Repair,0,0,1
2011,Vancouver Island,Cowichan District Hospital,Hand/Wrist Surgery,48,78,0.380952381
2011,Vancouver Island,Cowichan District Hospital,Hip Replacement,53,115,0.31547619
2011,Vancouver Island,Cowichan District Hospital,Knee Replacement,101,207,0.327922078
2011,Vancouver Island,Cowichan District Hospital,Nasal Surgery,23,87,0.209090909
2011,Vancouver Island,Cowichan District Hospital,Nerve Surgery,15,41,0.267857143
2011,Vancouver Island,Cowichan District Hospital,Tendon Surgery,0,8,0
2011,Vancouver Island,Saanich Peninsula Hospital,Bladder Surgery,29,114,0.202797203
2011,Vancouver Island,Saanich Peninsula Hospital,Cataract Surgery,139,557,0.199712644
2011,Vancouver Island,Saanich Peninsula Hospital,Cholecystectomy,15,105,0.125
2011,Vancouver Island,Saanich Peninsula Hospital,Dental Surgery,13,59,0.180555556
2011,Vancouver Island,Saanich Peninsula Hospital,Examination Under Anaesthetic,8,23,0.258064516
2011,Vancouver Island,Saanich Peninsula Hospital,Fracture Repair,0,0,1
2011,Vancouver Island,Saanich Peninsula Hospital,Hand/Wrist Surgery,0,13,0
2011,Vancouver Island,Saanich Peninsula Hospital,Nasal Surgery,0,6,0
2011,Vancouver Island,Saanich Peninsula Hospital,Nerve Surgery,9,12,0.428571429
2011,Vancouver Island,Saanich Peninsula Hospital,Tendon Surgery,0,21,0
2011,Vancouver Island,St. Joseph's General Hospital,Bladder Surgery,19,162,0.104972376
2011,Vancouver Island,St. Joseph's General Hospital,Cataract Surgery,234,2055,0.102228047
2011,Vancouver Island,St. Joseph's General Hospital,Cholecystectomy,24,131,0.15483871
2011,Vancouver Island,St. Joseph's General Hospital,Dental Surgery,27,83,0.245454545
2011,Vancouver Island,St. Joseph's General Hospital,Facial Bone Reconstruction,0,0,1
2011,Vancouver Island,St. Joseph's General Hospital,Hand/Wrist Surgery,0,0,1
2011,Vancouver Island,St. Joseph's General Hospital,Hip Replacement,36,119,0.232258065
2011,Vancouver Island,St. Joseph's General Hospital,Knee Replacement,87,173,0.334615385
2011,Vancouver Island,St. Joseph's General Hospital,Nasal Surgery,18,22,0.45
2011,Vancouver Island,St. Joseph's General Hospital,Nerve Surgery,0,9,0
2011,Vancouver Island,St. Joseph's General Hospital,Tendon Surgery,6,0,1
2011,Vancouver Island,Victoria General Hospital,Bladder Surgery,126,298,0.297169811
2011,Vancouver Island,Victoria General Hospital,Cholecystectomy,92,191,0.325088339
2011,Vancouver Island,Victoria General Hospital,Cranial Surgery,8,74,0.097560976
2011,Vancouver Island,Victoria General Hospital,Dental Surgery,63,158,0.285067873
2011,Vancouver Island,Victoria General Hospital,Examination Under Anaesthetic,0,15,0
2011,Vancouver Island,Victoria General Hospital,Facial Bone Reconstruction,20,42,0.322580645
2011,Vancouver Island,Victoria General Hospital,Fracture Repair,7,31,0.184210526
2011,Vancouver Island,Victoria General Hospital,Hand/Wrist Surgery,0,15,0
2011,Vancouver Island,Victoria General Hospital,Hip Replacement,58,140,0.292929293
2011,Vancouver Island,Victoria General Hospital,Knee Replacement,120,172,0.410958904
2011,Vancouver Island,Victoria General Hospital,Nasal Surgery,42,102,0.291666667
2011,Vancouver Island,Victoria General Hospital,Nerve Surgery,35,51,0.406976744
2011,Vancouver Island,Victoria General Hospital,Tendon Surgery,18,21,0.461538462
2011,Vancouver Island,West Coast General Hospital,Bladder Surgery,45,64,0.412844037
2011,Vancouver Island,West Coast General Hospital,Cholecystectomy,9,64,0.123287671
2011,Vancouver Island,West Coast General Hospital,Hand/Wrist Surgery,8,21,0.275862069
